statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;4_variable_code;4_variable_label;4_variable_attribute_code;4_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,2313;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0513;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,2884;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,2798;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,1874;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0389;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,181;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;-;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,186;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,2492;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,2035;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0531;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,2997;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,2263;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,0897;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,2774;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,2584;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,052;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,158;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,3215;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,2056;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,3247;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,1989;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;-;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1207;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,245;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,1508;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,1685;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,1527;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,3028;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,1831;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,2538;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0733;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,1781;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,2714;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;-;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0965;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,2455;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,1475;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,2794;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,2156;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,2418;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;-;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0993;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,1768;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,2043;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,182;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,1323;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,2518;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,1949;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,2616;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0786;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-02;Durchschnittspreise ohne Umsatzsteuer u.a. abz.St.;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,2476;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0514;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH1;1. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1809;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,2685;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-NETTO-01;Durchschnittspreise ohne Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,1937;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;HALBJA;Halbjahre;HALBJH2;2. Halbjahr;DINSG;Deutschland insgesamt;DG;Deutschland;PREAT1;Preisarten;PRE-BRUTTO;Durchschnittspreise inkl.Steuern, Abgaben, Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,1781;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
